Url playlist;;List Url;Type ;Expert name;Company name;Sub-topics;YouTube account;;
https://www.youtube.com/watch?v;aeB9X6GC1qM&list;PLNeFpbTnJYLwL02z7sQPGl82_y_aC5sb-;Playlist;Kirby Allison;Kirby Allison;Schoenmaker;https://www.youtube.com/@kirbyallison/featured;;
https://www.youtube.com/watch?v;LivZUqG5G7M&list;PLFrJUJrS_Uvvta0ewN5z0wWtQptbzNLeP;Playlist;;FoodTube;Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;SLP0zdz2hR8&list;PLFrJUJrS_Uvv1zHLDRPf3ci6Vk_dWZiWv;Playlist;;FoodTube;Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;JTuuyhKWzNQ&list;PLFrJUJrS_UvtDXBdWlwz8u4Wb3X4_gZ6S;Playlist;;FoodTube;Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;OQsTKNjUQes&list;PLFrJUJrS_UvvXk_gmyQwu9t2bQ_Ma5ipm;Playlist;;FoodTube;Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;WIox4TpJwFk&list;PLFrJUJrS_Uvuuk1ubROz9PUoaQHvbpv85;Playlist;;FoodTube;Cocktails;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;InoB67MDe-4&list;PLFrJUJrS_UvtK_uz5DQ0bZFDzlClqPPDJ;Playlist;Harold Hamersma;FoodTube;Wijn;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;jaXY5dQ-E0U&list;PLFrJUJrS_UvtFG6C4P3ToshafHg0lqOa8;Playlist;;FoodTube;Koken, Chef kok, bakker;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;oQTiQ22mTPw&list;PLFrJUJrS_Uvu37c55n4TZ-8658QoabBzD;Playlist;Niven Kunz;FoodTube;Groenteteler, Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;JSaufTN3PhA&list;PLFrJUJrS_UvuEUxmd-uQQ3mleVoM-UUKW;Playlist;Leonardo Pacenti;FoodTube;Pizzabakker;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;BX-knKO7ixg&list;PLFrJUJrS_UvvGrLJCAqbfobzIg3VEx-jp;Playlist;;FoodTube;Koken;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;oSf9ZpnVH8M&list;PLFrJUJrS_UvuXPmpuOecVU_Su35A2AG8M;Playlist;;FoodTube;Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;Ltc82cpHRqI&list;PLFrJUJrS_UvtlssxDSb0wfSyXfulrl49H;Playlist;Esther Gerlsma;FoodTube;Koken, Chef kok;https://www.youtube.com/@foodtube/about;;
https://www.youtube.com/watch?v;VoyaxicuUWo&list;PL4gc4SFpkNLys37HvS2AsWR73xvYPugNb;Playlist;Ása Steinars;Wedio;Helicopter vliegen;https://www.youtube.com/@Wedio_community/featured;;
https://www.youtube.com/watch?v;0WPNVHZmYE8;PLT1F2nOxLHOefj_z54LNBpnASnIROm43e;Playlist;Daniel Naroditsky;Daniel Naroditsky;Schaken;;;
https://www.youtube.com/watch?v;R2skmBe07aQ;PLT1F2nOxLHOfQ-eoJTpyvKkQFwYewDduj;Playlist;Daniel Naroditsky;Daniel Naroditsky;Schaken;;;
https://www.youtube.com/watch?v;mCsc24k-Q8M;PLBRObSmbZluTCoqlOg-3wEdlyRQLAJ2gs;Playlist;Levy Rozman;GothamChess;Schaken;;;
https://www.youtube.com/watch?v;rmbU97iftC8;PLBRObSmbZluTpMdP-rUL3bQ5GA8v4dMbT;Playlist;Levy Rozman;GothamChess;Schaken;;;
https://www.youtube.com/watch?v;JunKBQcMWeE;PL4KCWZ5Ti2H49s-WEyEWJLUSJ60sNau6g;Playlist;Hikaru Nakamura;GMHikaru;Schaken;;;
https://www.youtube.com/watch?v;H764YiYKV_g;PL4KCWZ5Ti2H6MLqffzyauzbtIapLtKcyy;Playlist;Hikaru Nakamura;GMHikaru;Schaken;;;
https://www.youtube.com/watch?v;atNjqAiqzx8;PLc_D-7JIibmRNR7tmGwxntALqUPM4KWku;Playlist;Wine Folly;Madeline Puckette;Wijn;;;
https://www.youtube.com/watch?v;aUXnZdeZ00o;PLc_D-7JIibmS5wexyxd50J8sqV781C1Rw;Playlist;Wine Folly;Madeline Puckette;Wijn;;;
https://www.youtube.com/watch?v;zjkB_sI3wWA;PLc_D-7JIibmT_prcceyF7C6AgDNP1IjpN;Playlist;Wine Folly;Madeline Puckette;Wijn;;;
https://www.youtube.com/watch?v;#NOM?;PLc_D-7JIibmR09YmVNiId_1_c8ZQ3ojhz;Playlist;Wine Folly;Madeline Puckette;Wijn;;;
https://www.youtube.com/watch?v;;qnWwVXgzrT0&t=57s;Video;Neelie Verlinden;AIHR | Academy to Innovate HR;Human Resources /Workforce management;https://www.youtube.com/@AIHRAcademytoInnovateHR;;FALSE
https://www.youtube.com/watch?v;;645lduqK80A;Video;Neelie Verlinden & Erik van Vulpen ;AIHR | Academy to Innovate HR;Human Resources /Workforce management;https://www.youtube.com/@AIHRAcademytoInnovateHR;;FALSE
https://www.youtube.com/watch?v;;qJYFRHgAs8Y;Video;Neelie Verlinden & Erik van Vulpen ;AIHR | Academy to Innovate HR;Human Resources /Workforce management;https://www.youtube.com/@AIHRAcademytoInnovateHR;;FALSE
https://www.youtube.com/watch?v;;PLHVWKzfzy7iOu6rOUG7OjQiU0nl7siexc;Playlist;Neelie Verlinden;AIHR | Academy to Innovate HR;Human Resources /Workforce management;https://www.youtube.com/@AIHRAcademytoInnovateHR;;FALSE
https://www.youtube.com/watch?v;;PLHVWKzfzy7iNh5jMEuByDb_-Jvd-BuwsJ;Playlist;Erik van Vulpen & Dieter Veldsman ;AIHR | Academy to Innovate HR;Human Resources /Talent management;https://www.youtube.com/@AIHRAcademytoInnovateHR;;FALSE
https://www.youtube.com/watch?v;;PLHVWKzfzy7iPpRcMfEAbdzUOf8ieLep2V;Playlist;Dr Dieter Veldsman ;AIHR | Academy to Innovate HR;Human Resources /Workforce management;https://www.youtube.com/@AIHRAcademytoInnovateHR;;FALSE
https://www.youtube.com/watch?v;;V7pf3oT2_dE;Video;Anne Morriss ;TED;Problem solving/ Practical;https://www.youtube.com/@TED;;FALSE
https://www.youtube.com/watch?v;;PLAWu34VO7OtLPBbWtO_Zt2su0vhwTAlVx;Podcast/ Playlist;Dan Jørgensen;TED;Agricultural / Green/ Greenkeeper;https://www.youtube.com/@TEDAudioCollective;;FALSE
https://www.youtube.com/watch?v;;tEPEHpgK09Q;Video;Collins Key;TEDx Talks;Problem solving/ Practical;https://www.youtube.com/@TEDx;;FALSE
https://www.youtube.com/watch?v;;PLozb1R7B1GKzlc1IKehQ2_0q_Kfdg48wK;Playlist;Dr Ahmed Safa;Dental courses - Talbesa;Health;https://www.youtube.com/@Dr.Ahmed_safa;;FALSE
https://www.youtube.com/watch?v;;PL8dPuuaLjXtPjQj_LcJ0Zvj-VI3sslJyF;Playlist;Vanessa Hill;CrashCourse ;Health;https://www.youtube.com/@crashcourse;;FALSE
https://www.youtube.com/watch?v;;PLwdnzlV3ogoVhUuHDwFHzCj325BtEGZei;Playlist;Dr ilwar Husain;NPTEL IIT Guwahati;Health;https://www.youtube.com/@npteliitguwahati8283;;FALSE
https://www.youtube.com/watch?v;;PL1O57nCUQ-e8HXQ4sFMhjCWCtB0czLEOP;Playlist;Young Entrepreneurs Forum;Young Entrepreneurs Forum;Management/Leardership/ Proactivity;https://www.youtube.com/@Youngentrepreneursforum;;FALSE
https://www.youtube.com/watch?v;;PLjjVfXgqEfhgAsGI_9S2NvzkEjbCYxUkm;Playlist;Dr. LuAnn Helms;aggiementalhealth;Management/Leardership/ Proactivity;https://www.youtube.com/@aggiementalhealth/playlists;;FALSE
https://www.youtube.com/watch?v;;PLjJtOP3StIuURSU5nmvDVZhSR8Ibr7NHK;Playlist;Michelle Lee;AboutKidsHealth;Health;https://www.youtube.com/@aboutkidshealth;;FALSE
https://www.youtube.com/watch?v;;PLjJtOP3StIuXJh-Edu78v4AlsBO5p6n6f;Playlist;Michelle Lee;AboutKidsHealth;Health;https://www.youtube.com/@aboutkidshealth;;FALSE
https://www.youtube.com/watch?v;;PLF_-tIFq2lArLgE2O11X-cCmIBp9kgk1O;Playlist;Nucleus Medical Media ;Nucleus Medical Media ;Health;https://www.youtube.com/@nucleusmedicalmedia;;FALSE
https://www.youtube.com/watch?v;;PLp6o7Vy1aS_X3YAB8rzu2g01VwfZ67gEg;Playlist;Crafty Patti;Crafty Patti;Crafts/swing;https://www.youtube.com/@CraftyPattiArtsCrafts;;FALSE
https://www.youtube.com/watch?v;;PLp6o7Vy1aS_Wwcx5PPJgmzcYYudPfIcAu;Playlist;Crafty Patti;Crafty Patti;Crafts/swing;https://www.youtube.com/@CraftyPattiArtsCrafts;;FALSE
https://www.youtube.com/watch?v;;PLp6o7Vy1aS_WYtpQVrdMbB6WeX4KfBUQz;Playlist;Crafty Patti;Crafty Patti;Crafts/swing;https://www.youtube.com/@CraftyPattiArtsCrafts;;FALSE
https://www.youtube.com/watch?v;;PLp6o7Vy1aS_W5yJ11mRQOe7HqInBgbpcx;Playlist;Crafty Patti;Crafty Patti;Crafts/swing;https://www.youtube.com/@CraftyPattiArtsCrafts;;FALSE
https://www.youtube.com/watch?v;;PLp6o7Vy1aS_UotePdoMLO-cK4j9NPTv_P;Playlist;Crafty Patti;Crafty Patti;Crafts/swing;https://www.youtube.com/@CraftyPattiArtsCrafts;;FALSE
https://www.youtube.com/watch?v;;PLEmTTOfet46PvAsPpWByNgUWZ5dLJd_I4;Playlist;Dan Lok;Dan Lok;Sales/retail;https://www.youtube.com/@DanLok;;FALSE
https://www.youtube.com/watch?v;;PLjkaUn6QNTZRFNiu0a8z3QmioVuZhWob2;Playlist;Alex Hormozi;Alex Hormozi;Sales/retail;https://www.youtube.com/@AlexHormozi;;FALSE
https://www.youtube.com/watch?v;;PLEmTTOfet46PQe4ybpOsQqGv8FspX0rvn;Playlist;Dan Lok;Dan Lok;Sales;https://www.youtube.com/@DanLok;;FALSE
https://www.youtube.com/watch?v;;PLEmTTOfet46MT9KTa9gHglttViUgPP5AC;Playlist;Dan Lok;Dan Lok;Management/Leardership/ Proactivity;https://www.youtube.com/@DanLok;;FALSE
https://www.youtube.com/watch?v;;PLEmTTOfet46PHB5PQ7BaAzJmLpy0vpICa;Playlist;Dan Lok;Dan Lok;Management/Leardership/ Proactivity;https://www.youtube.com/@DanLok;;FALSE
https://www.youtube.com/watch?v;;PLEmTTOfet46Pv_5rKpax_QLG0RpzFbdZj;Playlist;Dan Lok;Dan Lok;Management/Leardership/ Proactivity;https://www.youtube.com/@DanLok;;FALSE
